id,text,meer,minder,gelijk,overige
39,"500.000 is een getal, geen wetenschap. Met de inzet van de nieuwste generaties vliegtuigen, is een veel grotere hoeveelheid vliegbewegingen mogelijk, met minder overlast. 
Nederlanders klagen graag, maar houden veelal geen rekening wat Schiphol in positieve zin voor Nederland betekent.",1,0,0,0
40,500.000 is en blijft het plafond.,0,0,1,0
41,500.000 is het maximum. Uitbreiding daarvan mag niet.,0,0,1,0
42,500.000 is het maximum. Verdere groei is niet aan de orde op Schiphol. Laat de groei van de vliegtuigbewegingen maar elders plaatsvinden zodat de overlast verdeeld wordt over alle gebruikers/inwoners van Nederland. Daarnaast dient strakke handhaving plaats te vinden op het aantal vliegtuigbewegingen.,0,0,1,0
43,"500.000 is meer dan genoeg, er is nu al te veel hinder. Schiphol mag en kan in dit dicht bevolkte gebied niet verder groeien. De veiligheid en de gezondheid van de omwonenden met hun kinderen is hier in het geding en mag niet langer genegeerd worden.",0,0,1,0
44,"500.000 is veel te veel.
Nu al veel last van fijnstof en geluidshinder.",0,1,0,0
45,"500.000 starts en landingen, bijna 1400 per dag !, is al TEVEEL.
Daarom is verdere groei onverantwoord !
De geluidsoverlast, ook in HEILOO, zal verder toenemen.
Bijna incidenten zullen toenemen en daardoor de onveiligheid voor de omgeving ook !
Ook voor de luchtverontreining (fijnstof) is beperking noodzakelijk!",0,1,0,0
46,"500.000 vbw is duidelijk al een maatje te groot. Nu er geen vluchten kunnen worden overgeheveld naar Lelystad, zouden we tot 2023 helemaal geen uitbreiding moeten accepteren. Schiphol heeft de huidige problematiek uitsluitend aanzichzelf te wijten, door ongebreidelde groei van pretvluchten toe te staan. Ongeacht of die vrije slots onder Europese regelgeving wel MOESTEN worden verdeeld, lijkt ook de EU geen rekening te houden met de belangen van omwonenden. Een pas op de plaats en een moment van bezinning is de enige uitweg. Stellen dat de C0 uitstoot ""maar 2%"" is gaat volkomen voorbij aan het feit dat dit niet voor Nederland geldt. Want daar hebben we minmaal met het 5-voudige te maken en dan heb ik het nog niet eens over de uitstoot op grote hoogte.",0,1,0,0
47,"500.000 vliegbewegingen in deze omgeving is genoeg - meer dan. Moet er meer worden gevlogen? Wijk uit naar een alternatieve locatie, bijvoorbeeld op de Noordzee. Stop eindelijk eens met het investeren in Schiphol waardoor het steeds moeilijker wordt - want kapitaalvernietiging - om te zien naar andere mogelijkheden. Er is al zoveel tijd verloren. Wees eens innovatief en creatief. Ontwikkel daar waar het de minste overlast levert, zowel in lawaai, CO2-uitstoot als risico op de grond (Bijlmerramp!).",0,0,1,0
48,500.000 vliegbewegingen is de max!,0,0,1,0
49,"500.000 vliegbewegingen is meer dan genoeg. We hebben veel last ban Schiphol, zowel qua geluid als qua luchtvervuiling. Dus nee, geen verdere groei na 2020!",0,0,1,0
50,"500.000 vliegbewegingen is veel te snel bereiks, schiphol is volgepompt zonder te kijken naar de consequenties van iedereen die ermee te maken heeft. 
De geluidsoverlast, mn in aalsmeer en uithoorn is enorm toegenomen, en dat bij de vraag wat voor nederland de economische winst is van 1) transitoverkeer? 2) vakantieverkeer . Er is geen belasting op kerosine, maatschappijen tanken enorm op schiphol omdat de kerosine zo goedkoop is, maar de vervuiling qua geluid, fijnstof en licht  wordt niets aan gedaan. Schiphol moet naar een veel scherper gedefinieerd gebruik, minder starts en landing en dan alleen als de BV nederland er aan verdient, dus belasting op kerosine en terugschroeven van transito en vakantie. vliegen is in vergelijking met alle andere vormen van reizen veel te goedkoop geworden, en dit leidt tot een bovenmatige groei die de omwonenden bijzonder schaad in gezondheid, nachtrust en zelfs gewoon buiten kunnen zijn",0,0,1,0
51,"500.000 vliegbewegingen is wat mij betreft het maximale dat mogelijk is. Het aantal starts en landingen op de Aalsmeerbaan is dramatisch gestegen de afgelopen jaren waardoor de geluidsoverlast enorm is toegenomen. Op de geluidsbelastingkaartjes en verwachte geluidsbelastingskaartjes in de gebruiksprognose 2018 lijkt het net alsof Aalsmeer alleen bestaat uit de dorpskern met een rand langs de Westeinderplassen en nog een stuk Aalsmeer-Oost. Maar de bebouwing is veel uitgebreider. Ik krijg de indruk dat er een map van 1988 wordt gebruikt ipv 2018. Er wordt bij mooi weer veel gebruik gemaakt van de Aalsmeerbaan en dat betekent dat wij elke 1,5 minuut elkaar niet kunnen verstaan als we buiten willen zitten. Ook in ons (oude) huis is het vliegtuiggeluid goed hoorbaar. Nu blijkt dat wij ook in de nacht gestoord gaan worden doordat nachtvluchten over de Aalsmeerbaan worden toegestaan. Het lijkt alsof de Aalsmeerbaan hooguit twee weken dicht moet voor onderhoud en alle andere banen er altijd minstens 6 weken uit liggen.",0,0,1,0
52,"500.000 vliegbewegingen moet toch genoeg zijn. Ik vind dat Schiphol niet moet uitbreiden en dat andere transport opties moeten worden gestimuleerd, zoals treinverkeer.",0,0,1,0
53,"500.000 vliegbewegingen niet overschrijden. Terugdringen of keuze nieuw vliegveld in zee. NZ lijn kostte ook 3 miljard enkel voor 1 stad, betreft hier vliegveld voor hele land dat voor 6 miljard gebouwd kan worden",0,0,1,0
54,500.000 Vliegbewegingen per jaar is nu al veel te veel! Dus zeker dit aantal niet verhogen maar verlagen!,0,1,0,0
55,"500.000 vliegbewegingen per jaar is nu al veel te veel. Tot de maatregelen om te komen tot een drastische reductie van de CO_2 uitstoot behoort ook de reductie van het luchtvaartverkeer. Plannen om een deel van het vliegverkeer van Schiphol te verplaatsen naar andere regio's zijn goed voor bewoners in de omgeving van Schiphol, maar de klimaatdoelstellingen van de overheid komen hiermee geen stap dichterbij. Minder vliegen dus.",0,1,0,0
56,"500.000 vliegbewegingen veroorzaken nu al heel veel overlast voor omwonenden, een verhoging van dit aantal zal de overlast alleen maar verhogen, groei van schiphol kan niet zonder meer overlast voor omwonenden.",0,0,1,0
57,"500.000 vliegbewegingen zijn eigenlijk al te veel. De overlast in Castricum is gigantisch. Het is onbegrijpelijk dat deze gemeente buiten de genoemde gebieden met veel overlast wordt gerekend. Voor de polderbaan, die heel veel gebruik wordt bij de landingen (tegen de zuid/westerwind) geldt dat de vliegtuigen zeer laag en langzaam overkomen.
Gevolgen voor de bewoners: -Onderbroken nachtrust
                                        -baby""s die overdag slecht slapen
                                        -veel CO2 in de omgeving
                                        -fijnstof in de lucht en op de grond enz,enz
Zolang er vanuit de luchtvaart alleen gedacht wordt aan winsten en de politicie alleen bezig zijn met de economische motieven zal dit alles niet beter worden.
Wij zijn vooral tegen goedkoop vliegen. Korte stedentripjes. Nachtvluchten ook van vrachtvliegtuigen. Tegen dalingen op lage hoogten (hierin grote verschillen). Vliegen over het Alkmaardermeer i.v.m. resonantie van het geluid..
We zijn erg voor een alternatief vliegveld in een minder dichtbevolkt gebied.",0,1,0,0
58,500.000 vliegbewegingen zijn m.i. al te veel. Ik ervaar dagelijks een behoorlijke overlast van het 'oplijnen' van vliegtuigen rond Heiloo,0,1,0,0
59,"500.000 vliegbewegingen zijn voor Schiphol al moeilijk te realiseren op de manier zoals ze nu worden afgehandeld. Er kunnen door deze hoeveelheid geen CDA landingen worden uitgevoerd. Dat zou in deze tijd en in deze dichtbevolkte streken een  ?must? moeten zijn in de bedrijfsvoering van Schiphol. Ik zie dus geen ruimte. Ook wordt de nacht al veel te veel gebruikt voor vluchten, dat is ook niet meer van deze tijd, zie andere vliegvelden in Europa. Wil je draagvlak creeeren voor het accomoderen van meer vluchten, zul je anders met de omwonenden om moeten gaan en betere en veel minder belastende vliegpaden moeten realiseren.",0,0,1,0
60,500.000 vliegtuigbewegingen is al te veel. Na 2020 moet dit aantal afnemen.,0,1,0,0
61,"500.000 vliegtuigbewegingen is de max voor nu en de gehele toekomst.
Stop de groei alstublieft.",0,0,1,0
62,500.000 vliegtuigbewegingen is genoeg zo. Omgeving heeft genoeg geluidshinder nu.,0,0,1,0
63,"500.000 vliegtuigbewegingen is het maximale toelaatbare voor Schiphol. Als we zien wat voor een geluidsoverlast dit aantal  nu al teweeg brengt, wat wordt het dan bij verdere uitbreiding.",0,0,1,0
64,500.000 vliegtuigbewegingen is wel genoeg,0,0,1,0
65,"500.000 vliegtuigbewegingen is wel genoeg ook na 2020.
De overlast - geluid van overvliegende vliegtuigen, grondlawaai van opstijgende vliegtuigen, fijnstof, kerosine vervuiling -  mag niet verder toenemen.",0,0,1,0
66,500.000 vliegtuigbewegingen moeten het maximum zijn. We hebben al teveel geluidshinder. Ook de belasting van fijnstof moet minder worden.,0,0,1,0
67,"500.000 vliegtuigbewegingen op Schiphol is genoeg. Het hoeft niet meer, het is goed zo. Niet alleen het aantal vliegtuigbewegingen maar ook het aantal passagiers.",0,0,1,0
68,500.000 vluchten moet het maximum blijven. Groei zonder maximum jaagt ook groei in andere sectoren aan & op een gegeven ogenblik is er te weinig grondoppervlak beschikbaar om alle sectoren evenwichtig naast elkaar te laten bestaan i.c.m. de karakteristieke open ruimte van het Nederlands landschap.,0,0,1,0
69,"500.000 vluchten per jaar is al veel te veel. Groei van passagiersaantallen is geen natuurverschijnsel, maar een kwestie van een prijsmechanisme. Een maximum stellen aan het aantal vluchten leidt tot meer schaarste en hogere prijzen en daardoor minder vraag. Als de vraag hoger blijft dan het vluchtquotum, kunnen maatschappijen ervoor kiezen om grotere vliegtuigen in te zetten. Vliegen mag veel duurder worden, ook door belasting op kerosine en BTW op tickets. Bijv. 55 keer per dag een lijnvlucht naar een Londense luchthaven met kleine of middelgrote toestellen is belachelijk. Met minder vluchten met grotere toestellen kun je ook nog groeien. Dat moet je als overheid afdwingen.",0,1,0,0
70,500000,0,0,1,0
71,"500000 hoeft niet het plafond te zijn. Hoeveelheid geproduceerd geluid is belangrijker, alsook nachtelijke geluidsbeperking. Hoe lawaaiiger hoe meer verbannen van de nacht en avonduren",0,0,0,1
72,"500000 is absolute maximum, liever minder",0,1,0,0
73,500000 vind ik meer dan genoeg vliegbewegingen,0,0,1,0
74,500000 vliegbewegingen zou een harde limiet moeten blijven. Geluidsoverlast en aanslag op het milieu zijn zo al aanzienlijk.,0,0,1,0
75,"500K is al meer dan genoeg...
Wij schieten veel te ver door en stellen economische belangen boven een gezonde leefomgeving. De lucht in de omgeving van Schiphol  behoort nu al tot de meest vervuilde in Europa. Het geluid van de vliegtuigen verstoort de nachtrust van tienduizenden mensen. Genoeg is genoeg, terugschroeven zou juist het doel moeten zijn.",0,0,1,0
76,500k is genoeg. Gezien de klimaatverandering is krimp op z'n plek.,0,0,1,0
77,550000 als max met stille vliegtuigen,1,0,0,0
78,650000 vliegbewegingen,1,0,0,0
79,"A.Het is onmogelijk om rustig op ons balkon te zitten op mooie zomeravonden. Het ene vliegtuig volgt het andere over Slotermeer. Er wordt mijns inziens al veel te veel gevlogen. Het aantal vluchten zou moeten krimpen. 
B. Belast de kerosine. Hou op met het subsidi?ren van de luchtvaart. Tegen andere sectoren van de economie, zoals de cultuur- en kunstsector wordt ook gezegd dat die de eigen broek op moeten houden. Waarom geldt dat niet voor de luchtvaart? Als die werkelijk zo belangrijk is, dan kan die w?l winstgevend zijn en zonder belastingvoordelen voortbestaan. 
C.De omgeving van Schiphol ondervindt niet alleen lawaaioverlast maar ook stankoverlast: uitstoot van vervuilende verbrandingsgassen, roet en de weerzinwekkende lucht van verdampende rubber. 
D. De aanslag van de luchtvaart op Nederlandse ecosystemen wordt voor lief genomen: bij MER-rapportages wordt ervan uitgegaan dat vogelaanvaringen moeten worden voorkomen door  vogels te weren uit een ruime cirkel rond de luchthavens. Dat is volstrekt belachelijk. Door Schiphol, Lelystad en andere luchthavens op die manier te isoleren van de rest van de levende natuur, wordt uiteindelijk heel Nederland een no-go-area voor vogels en voor vogelliefhebbers.",0,0,0,1
80,"Aan de wensen van de Luchthaven, Airlines en medewerkers, gehoor geven.
Een uitbreiding van vluchtbewegingen is ook goed voor de economische groei van Nederland maar vooral van de omliggende gemeentes en steden
Afspraak met Alders was max 500.000 slots en daarna bespreking van uitbreiding wij asl industrie hebben ons aan die afspraak gehouden, nu de ?tegenpartijen?",1,0,0,0
81,Aangezien de balans in de Zuidwesthoek ernstig verstoord is geraakt (Aalsmeerbaan heeft bijna alle groei opgevangen) moet het eerder minder dan meer worden. GEEN groei als de balans niet wordt hersteld.,0,1,0,0
82,Aangezien de geluidsoverlast nu al een groot punt van irritatie is lijkt mij dat Schiphol op een andere manier zijn rendement en bestaansrecht moet bereiken dan door middel van groei.,0,0,1,0
83,Aangezien de overlast van vliegtuiggeluid sterk aan het toenemen is in de laatste jaren lijkt mij dat een verdere groei eigenlijk niet meer mogelijk is. Het laatste jaar is de overlast op de plek waar wij wonen ernstig toegenomen dus er is al absoluut een grens overschreden. Misschien is het mogelijk om na 2020 te groeien wanneer de vliegtuigen daadwerkelijk minder geluid produceren maar het zal nog lang duren voordat de huidige vliegtuigen vervangen zijn.,0,0,1,0
84,Aangezien de vliegtuigen steeds stiller zijn geworden (vergelijk eens een 747 met een 787) mag Schiphol van mij verder groeien. Ik woon 33 jaar in Sassenheim en ondervind geen enkele hinder van vliegtuigen.,1,0,0,0
85,Aangezien er een aantal jaren een stop iss Mbt aantal vliegbewegingen zal hier puur voor internationale concurrentie weer groei mogelijk gemaakt moeten worden. Verdeling over waar de groei is kan zeker gemaakt worden. Hier te denken aan welke soort maatschappijen wel en niet kunnen groeien. Waar wordt het personeel goed behandeld en wat is voor de Nederlandse economie interessant en welke ook zeker niet! Kijk hier op korte maar zeker op voor lange termijn.,1,0,0,0
86,"Aangezien het aantal vliegbewegingen nu al veel te hoog is, zou het aantal naar beneden moeten. Groei is dus ongewenst!",0,1,0,0
87,"Aangezien het aantal vluchten wereldwijd toenemen, betekend stilstand achteruitgang. Schiphol is een belangrijke hub binnen Europa en deze positie moeten we behouden.",1,0,0,0
88,Aangezien moderne verkeersvliegtuigen steeds stiller en zuiniger worden zie ik een dynamisch mee bewegend plafond als een realistische oplossing. Zo kan Schiphol duurzaam groeien.,1,0,0,0
89,"Aangezien Nederland niet losstaat van Europa, en ook te maken heeft met landen om ons heen, lijkt mij een beperking van het vliegverkeer wenselijk in samenspraak met deze andere landen van de Unie. We kunnen dit probleem alleen samen oplossen, en niet op landsniveau. Als wij een stop zetten op het vliegverkeer, maar (buitenlandse) luchthavens blijven groeien, dan verliezen wij op den duur passagiers aan andere luchthavens die wel meer verbindingen en meer vliegbewegingen kunnen aanbieden. Voorts zal een eenzijdige beperking van vliegverkeer internationaal niet positief uitstralen. Voor bedrijven en overheden misschien een aanleiding om eerder in een ander land te investeren.",0,0,1,0
